NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
3.4567361532311147,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,3.825750075000148,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
2.421336014098526,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,3.578053819578804,2.3947734254071187
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,3.825750075000148,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
2.421336014098526,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-1.2025644728655331,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,3.825750075000148,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
5.009836361929997,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,3.825750075000148,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,2.3947734254071187
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,3.578053819578804,2.3947734254071187
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-1.2025644728655331,3.825750075000148,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,-0.4175760384638463
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-1.2025644728655331,3.825750075000148,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,3.578053819578804,2.3947734254071187
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
2.421336014098526,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,3.578053819578804,2.3947734254071187
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
6.56293657062888,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,3.825750075000148,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,2.3947734254071187
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,3.825750075000148,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
1.903635944532232,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463
